---
source: "Gold Data source: thermophysical properties of matter vol.4 curve 1 plus curve2, vol.1"
author: "Jia"
---

T (K)	rho_cp (J/m^3K)	S (W/mK)
5.6700000e+02	2.7184755e+06	3.0006644e+02
5.6800000e+02	2.7191834e+06	2.9999795e+02
5.6900000e+02	2.7198902e+06	2.9992945e+02
5.7000000e+02	2.7205958e+06	2.9986093e+02
5.7100000e+02	2.7213002e+06	2.9979239e+02
5.7200000e+02	2.7220035e+06	2.9972384e+02
5.7300000e+02	2.7227056e+06	2.9965527e+02
5.7400000e+02	2.7234066e+06	2.9958668e+02
5.7500000e+02	2.7241064e+06	2.9951807e+02
5.7600000e+02	2.7248050e+06	2.9944945e+02
5.7700000e+02	2.7255025e+06	2.9938081e+02
5.7800000e+02	2.7261988e+06	2.9931215e+02
5.7900000e+02	2.7268939e+06	2.9924348e+02
5.8000000e+02	2.7275879e+06	2.9917479e+02
5.8100000e+02	2.7282807e+06	2.9910608e+02
5.8200000e+02	2.7289724e+06	2.9903736e+02
5.8300000e+02	2.7296629e+06	2.9896862e+02
5.8400000e+02	2.7303522e+06	2.9889987e+02
5.8500000e+02	2.7310404e+06	2.9883110e+02
5.8600000e+02	2.7317274e+06	2.9876232e+02
5.8700000e+02	2.7324132e+06	2.9869352e+02
5.8800000e+02	2.7330979e+06	2.9862471e+02
5.8900000e+02	2.7337815e+06	2.9855588e+02
5.9000000e+02	2.7344638e+06	2.9848704e+02
5.9100000e+02	2.7351450e+06	2.9841818e+02
5.9200000e+02	2.7358251e+06	2.9834931e+02
5.9300000e+02	2.7365039e+06	2.9828043e+02
5.9400000e+02	2.7371817e+06	2.9821153e+02
5.9500000e+02	2.7378582e+06	2.9814262e+02
5.9600000e+02	2.7385336e+06	2.9807369e+02
5.9700000e+02	2.7392079e+06	2.9800476e+02
5.9800000e+02	2.7398809e+06	2.9793580e+02
5.9900000e+02	2.7405528e+06	2.9786684e+02
6.0000000e+02	2.7412236e+06	2.9779786e+02
6.0100000e+02	2.7418932e+06	2.9772887e+02
6.0200000e+02	2.7425616e+06	2.9765987e+02
6.0300000e+02	2.7432289e+06	2.9759086e+02
6.0400000e+02	2.7438950e+06	2.9752183e+02
6.0500000e+02	2.7445599e+06	2.9745279e+02
6.0600000e+02	2.7452237e+06	2.9738374e+02
6.0700000e+02	2.7458863e+06	2.9731468e+02
6.0800000e+02	2.7465478e+06	2.9724561e+02
6.0900000e+02	2.7472081e+06	2.9717652e+02
6.1000000e+02	2.7478672e+06	2.9710743e+02
6.1100000e+02	2.7485252e+06	2.9703832e+02
6.1200000e+02	2.7491820e+06	2.9696920e+02
6.1300000e+02	2.7498376e+06	2.9690008e+02
6.1400000e+02	2.7504921e+06	2.9683094e+02
6.1500000e+02	2.7511455e+06	2.9676179e+02
6.1600000e+02	2.7517976e+06	2.9669263e+02
6.1700000e+02	2.7524486e+06	2.9662347e+02
6.1800000e+02	2.7530985e+06	2.9655429e+02
6.1900000e+02	2.7537471e+06	2.9648510e+02
6.2000000e+02	2.7543947e+06	2.9641591e+02
6.2100000e+02	2.7550410e+06	2.9634670e+02
6.2200000e+02	2.7556862e+06	2.9627749e+02
6.2300000e+02	2.7563303e+06	2.9620827e+02
6.2400000e+02	2.7569731e+06	2.9613903e+02
6.2500000e+02	2.7576148e+06	2.9606979e+02
6.2600000e+02	2.7582554e+06	2.9600055e+02
6.2700000e+02	2.7588948e+06	2.9593129e+02
6.2800000e+02	2.7595330e+06	2.9586203e+02
6.2900000e+02	2.7601701e+06	2.9579276e+02
6.3000000e+02	2.7608060e+06	2.9572348e+02
6.3100000e+02	2.7614407e+06	2.9565419e+02
6.3200000e+02	2.7620743e+06	2.9558490e+02
6.3300000e+02	2.7627067e+06	2.9551560e+02
6.3400000e+02	2.7633380e+06	2.9544629e+02
6.3500000e+02	2.7639681e+06	2.9537697e+02
6.3600000e+02	2.7645970e+06	2.9530765e+02
6.3700000e+02	2.7652248e+06	2.9523833e+02
6.3800000e+02	2.7658514e+06	2.9516899e+02
6.3900000e+02	2.7664768e+06	2.9509965e+02
6.4000000e+02	2.7671011e+06	2.9503031e+02
6.4100000e+02	2.7677242e+06	2.9496096e+02
6.4200000e+02	2.7683462e+06	2.9489160e+02
6.4300000e+02	2.7689670e+06	2.9482224e+02
6.4400000e+02	2.7695867e+06	2.9475287e+02
6.4500000e+02	2.7702051e+06	2.9468350e+02
6.4600000e+02	2.7708224e+06	2.9461413e+02
6.4700000e+02	2.7714386e+06	2.9454474e+02
6.4800000e+02	2.7720536e+06	2.9447536e+02
6.4900000e+02	2.7726674e+06	2.9440597e+02
6.5000000e+02	2.7732801e+06	2.9433658e+02
6.5100000e+02	2.7738916e+06	2.9426718e+02
6.5200000e+02	2.7745020e+06	2.9419778e+02
6.5300000e+02	2.7751112e+06	2.9412837e+02
6.5400000e+02	2.7757192e+06	2.9405896e+02
6.5500000e+02	2.7763260e+06	2.9398955e+02
6.5600000e+02	2.7769317e+06	2.9392014e+02
6.5700000e+02	2.7775363e+06	2.9385072e+02
6.5800000e+02	2.7781397e+06	2.9378130e+02
6.5900000e+02	2.7787419e+06	2.9371188e+02
6.6000000e+02	2.7793429e+06	2.9364245e+02
6.6100000e+02	2.7799428e+06	2.9357302e+02
6.6200000e+02	2.7805416e+06	2.9350359e+02
6.6300000e+02	2.7811391e+06	2.9343416e+02
6.6400000e+02	2.7817355e+06	2.9336473e+02
6.6500000e+02	2.7823308e+06	2.9329530e+02
6.6600000e+02	2.7829249e+06	2.9322586e+02
6.6700000e+02	2.7835178e+06	2.9315642e+02
6.6800000e+02	2.7841096e+06	2.9308699e+02
6.6900000e+02	2.7847002e+06	2.9301755e+02
6.7000000e+02	2.7852896e+06	2.9294811e+02
6.7100000e+02	2.7858779e+06	2.9287867e+02
6.7200000e+02	2.7864650e+06	2.9280923e+02
6.7300000e+02	2.7870510e+06	2.9273979e+02
6.7400000e+02	2.7876358e+06	2.9267035e+02
6.7500000e+02	2.7882194e+06	2.9260091e+02
6.7600000e+02	2.7888019e+06	2.9253147e+02
6.7700000e+02	2.7893832e+06	2.9246203e+02
6.7800000e+02	2.7899633e+06	2.9239259e+02
6.7900000e+02	2.7905423e+06	2.9232316e+02
6.8000000e+02	2.7911201e+06	2.9225372e+02
6.8100000e+02	2.7916968e+06	2.9218429e+02
6.8200000e+02	2.7922723e+06	2.9211485e+02
6.8300000e+02	2.7928466e+06	2.9204542e+02
6.8400000e+02	2.7934198e+06	2.9197599e+02
6.8500000e+02	2.7939918e+06	2.9190656e+02
6.8600000e+02	2.7945627e+06	2.9183714e+02
6.8700000e+02	2.7951324e+06	2.9176771e+02
6.8800000e+02	2.7957009e+06	2.9169829e+02
6.8900000e+02	2.7962683e+06	2.9162888e+02
6.9000000e+02	2.7968345e+06	2.9155946e+02
6.9100000e+02	2.7973995e+06	2.9149005e+02
6.9200000e+02	2.7979634e+06	2.9142064e+02
6.9300000e+02	2.7985261e+06	2.9135123e+02
6.9400000e+02	2.7990877e+06	2.9128183e+02
6.9500000e+02	2.7996481e+06	2.9121243e+02
6.9600000e+02	2.8002073e+06	2.9114304e+02
6.9700000e+02	2.8007654e+06	2.9107365e+02
6.9800000e+02	2.8013223e+06	2.9100426e+02
6.9900000e+02	2.8018781e+06	2.9093488e+02
7.0000000e+02	2.8024327e+06	2.9086550e+02
7.0100000e+02	2.8029861e+06	2.9079613e+02
7.0200000e+02	2.8035384e+06	2.9072676e+02
7.0300000e+02	2.8040895e+06	2.9065740e+02
7.0400000e+02	2.8046394e+06	2.9058804e+02
7.0500000e+02	2.8051882e+06	2.9051869e+02
7.0600000e+02	2.8057359e+06	2.9044934e+02
7.0700000e+02	2.8062823e+06	2.9038000e+02
7.0800000e+02	2.8068276e+06	2.9031067e+02
7.0900000e+02	2.8073718e+06	2.9024134e+02
7.1000000e+02	2.8079147e+06	2.9017202e+02
7.1100000e+02	2.8084566e+06	2.9010270e+02
7.1200000e+02	2.8089972e+06	2.9003339e+02
7.1300000e+02	2.8095367e+06	2.8996409e+02
7.1400000e+02	2.8100750e+06	2.8989479e+02
7.1500000e+02	2.8106122e+06	2.8982551e+02
7.1600000e+02	2.8111482e+06	2.8975623e+02
7.1700000e+02	2.8116831e+06	2.8968695e+02
7.1800000e+02	2.8122167e+06	2.8961769e+02
7.1900000e+02	2.8127493e+06	2.8954843e+02
7.2000000e+02	2.8132806e+06	2.8947918e+02
7.2100000e+02	2.8138108e+06	2.8940994e+02
7.2200000e+02	2.8143399e+06	2.8934070e+02
7.2300000e+02	2.8148677e+06	2.8927148e+02
7.2400000e+02	2.8153945e+06	2.8920226e+02
7.2500000e+02	2.8159200e+06	2.8913306e+02
7.2600000e+02	2.8164444e+06	2.8906386e+02
7.2700000e+02	2.8169676e+06	2.8899467e+02
7.2800000e+02	2.8174897e+06	2.8892549e+02
7.2900000e+02	2.8180106e+06	2.8885632e+02
7.3000000e+02	2.8185304e+06	2.8878716e+02
7.3100000e+02	2.8190489e+06	2.8871801e+02
7.3200000e+02	2.8195664e+06	2.8864887e+02
7.3300000e+02	2.8200826e+06	2.8857974e+02
7.3400000e+02	2.8205977e+06	2.8851062e+02
7.3500000e+02	2.8211117e+06	2.8844152e+02
7.3600000e+02	2.8216244e+06	2.8837242e+02
7.3700000e+02	2.8221361e+06	2.8830333e+02
7.3800000e+02	2.8226465e+06	2.8823426e+02
7.3900000e+02	2.8231558e+06	2.8816519e+02
7.4000000e+02	2.8236639e+06	2.8809614e+02
7.4100000e+02	2.8241709e+06	2.8802710e+02
7.4200000e+02	2.8246767e+06	2.8795807e+02
7.4300000e+02	2.8251814e+06	2.8788905e+02
7.4400000e+02	2.8256848e+06	2.8782005e+02
7.4500000e+02	2.8261872e+06	2.8775105e+02
7.4600000e+02	2.8266883e+06	2.8768207e+02
7.4700000e+02	2.8271883e+06	2.8761311e+02
7.4800000e+02	2.8276872e+06	2.8754415e+02
7.4900000e+02	2.8281848e+06	2.8747521e+02
7.5000000e+02	2.8286813e+06	2.8740628e+02
7.5100000e+02	2.8291767e+06	2.8733737e+02
7.5200000e+02	2.8296709e+06	2.8726847e+02
7.5300000e+02	2.8301639e+06	2.8719958e+02
7.5400000e+02	2.8306558e+06	2.8713070e+02
7.5500000e+02	2.8311465e+06	2.8706184e+02
7.5600000e+02	2.8316360e+06	2.8699300e+02
7.5700000e+02	2.8321244e+06	2.8692417e+02
7.5800000e+02	2.8326116e+06	2.8685535e+02
7.5900000e+02	2.8330977e+06	2.8678655e+02
7.6000000e+02	2.8335826e+06	2.8671776e+02
7.6100000e+02	2.8340663e+06	2.8664899e+02
7.6200000e+02	2.8345489e+06	2.8658024e+02
7.6300000e+02	2.8350303e+06	2.8651150e+02
7.6400000e+02	2.8355106e+06	2.8644277e+02
7.6500000e+02	2.8359897e+06	2.8637406e+02
7.6600000e+02	2.8364676e+06	2.8630537e+02
7.6700000e+02	2.8369444e+06	2.8623669e+02
7.6800000e+02	2.8374200e+06	2.8616803e+02
7.6900000e+02	2.8378944e+06	2.8609939e+02
7.7000000e+02	2.8383677e+06	2.8603076e+02
7.7100000e+02	2.8388398e+06	2.8596215e+02
7.7200000e+02	2.8393108e+06	2.8589356e+02
7.7300000e+02	2.8397806e+06	2.8582498e+02
7.7400000e+02	2.8402492e+06	2.8575642e+02
7.7500000e+02	2.8407167e+06	2.8568788e+02
7.7600000e+02	2.8411830e+06	2.8561936e+02
7.7700000e+02	2.8416482e+06	2.8555085e+02
7.7800000e+02	2.8421122e+06	2.8548236e+02
7.7900000e+02	2.8425750e+06	2.8541389e+02
7.8000000e+02	2.8430367e+06	2.8534544e+02
7.8100000e+02	2.8434972e+06	2.8527701e+02
7.8200000e+02	2.8439565e+06	2.8520860e+02
7.8300000e+02	2.8444147e+06	2.8514020e+02
7.8400000e+02	2.8448717e+06	2.8507183e+02
7.8500000e+02	2.8453276e+06	2.8500347e+02
7.8600000e+02	2.8457823e+06	2.8493513e+02
7.8700000e+02	2.8462358e+06	2.8486682e+02
7.8800000e+02	2.8466882e+06	2.8479852e+02
7.8900000e+02	2.8471394e+06	2.8473024e+02
7.9000000e+02	2.8475894e+06	2.8466198e+02
7.9100000e+02	2.8480383e+06	2.8459375e+02
7.9200000e+02	2.8484861e+06	2.8452553e+02
7.9300000e+02	2.8489326e+06	2.8445733e+02
7.9400000e+02	2.8493780e+06	2.8438916e+02
7.9500000e+02	2.8498223e+06	2.8432101e+02
7.9600000e+02	2.8502654e+06	2.8425287e+02
7.9700000e+02	2.8507073e+06	2.8418476e+02
7.9800000e+02	2.8511480e+06	2.8411667e+02
7.9900000e+02	2.8515876e+06	2.8404860e+02
8.0000000e+02	2.8520261e+06	2.8398056e+02
