---
source: "Amorphous SiO2. Data source: thermophysical properties of matter vol.5 curve 6 plus curve5, cahill 3w paper"
author: "Jia"
---

T (K)	rho_cp (J/m^3K)	S (W/mK)
5.6400000e+02	2.2622663e+06	1.6174406e+00
5.6500000e+02	2.2633989e+06	1.6182646e+00
5.6600000e+02	2.2645254e+06	1.6190868e+00
5.6700000e+02	2.2656460e+06	1.6199072e+00
5.6800000e+02	2.2667606e+06	1.6207258e+00
5.6900000e+02	2.2678692e+06	1.6215427e+00
5.7000000e+02	2.2689720e+06	1.6223579e+00
5.7100000e+02	2.2700689e+06	1.6231713e+00
5.7200000e+02	2.2711600e+06	1.6239830e+00
5.7300000e+02	2.2722453e+06	1.6247930e+00
5.7400000e+02	2.2733249e+06	1.6256012e+00
5.7500000e+02	2.2743988e+06	1.6264078e+00
5.7600000e+02	2.2754670e+06	1.6272127e+00
5.7700000e+02	2.2765296e+06	1.6280159e+00
5.7800000e+02	2.2775866e+06	1.6288174e+00
5.7900000e+02	2.2786380e+06	1.6296172e+00
5.8000000e+02	2.2796839e+06	1.6304154e+00
5.8100000e+02	2.2807244e+06	1.6312120e+00
5.8200000e+02	2.2817593e+06	1.6320069e+00
5.8300000e+02	2.2827889e+06	1.6328002e+00
5.8400000e+02	2.2838131e+06	1.6335919e+00
5.8500000e+02	2.2848320e+06	1.6343820e+00
5.8600000e+02	2.2858456e+06	1.6351705e+00
5.8700000e+02	2.2868539e+06	1.6359574e+00
5.8800000e+02	2.2878570e+06	1.6367427e+00
5.8900000e+02	2.2888549e+06	1.6375265e+00
5.9000000e+02	2.2898477e+06	1.6383087e+00
5.9100000e+02	2.2908354e+06	1.6390894e+00
5.9200000e+02	2.2918179e+06	1.6398685e+00
5.9300000e+02	2.2927955e+06	1.6406462e+00
5.9400000e+02	2.2937680e+06	1.6414223e+00
5.9500000e+02	2.2947356e+06	1.6421969e+00
5.9600000e+02	2.2956982e+06	1.6429701e+00
5.9700000e+02	2.2966560e+06	1.6437418e+00
5.9800000e+02	2.2976088e+06	1.6445120e+00
5.9900000e+02	2.2985569e+06	1.6452808e+00
6.0000000e+02	2.2995002e+06	1.6460482e+00
6.0100000e+02	2.3004387e+06	1.6468141e+00
6.0200000e+02	2.3013726e+06	1.6475787e+00
6.0300000e+02	2.3023017e+06	1.6483418e+00
6.0400000e+02	2.3032263e+06	1.6491036e+00
6.0500000e+02	2.3041462e+06	1.6498640e+00
6.0600000e+02	2.3050615e+06	1.6506230e+00
6.0700000e+02	2.3059724e+06	1.6513808e+00
6.0800000e+02	2.3068787e+06	1.6521371e+00
6.0900000e+02	2.3077806e+06	1.6528922e+00
6.1000000e+02	2.3086780e+06	1.6536460e+00
6.1100000e+02	2.3095711e+06	1.6543985e+00
6.1200000e+02	2.3104599e+06	1.6551497e+00
6.1300000e+02	2.3113443e+06	1.6558997e+00
6.1400000e+02	2.3122244e+06	1.6566485e+00
6.1500000e+02	2.3131003e+06	1.6573960e+00
6.1600000e+02	2.3139720e+06	1.6581423e+00
6.1700000e+02	2.3148396e+06	1.6588874e+00
6.1800000e+02	2.3157029e+06	1.6596314e+00
6.1900000e+02	2.3165623e+06	1.6603742e+00
6.2000000e+02	2.3174175e+06	1.6611158e+00
6.2100000e+02	2.3182687e+06	1.6618564e+00
6.2200000e+02	2.3191159e+06	1.6625958e+00
6.2300000e+02	2.3199592e+06	1.6633341e+00
6.2400000e+02	2.3207985e+06	1.6640714e+00
6.2500000e+02	2.3216340e+06	1.6648076e+00
6.2600000e+02	2.3224656e+06	1.6655428e+00
6.2700000e+02	2.3232934e+06	1.6662769e+00
6.2800000e+02	2.3241174e+06	1.6670101e+00
6.2900000e+02	2.3249377e+06	1.6677422e+00
6.3000000e+02	2.3257543e+06	1.6684734e+00
6.3100000e+02	2.3265672e+06	1.6692037e+00
6.3200000e+02	2.3273764e+06	1.6699330e+00
6.3300000e+02	2.3281821e+06	1.6706614e+00
6.3400000e+02	2.3289842e+06	1.6713890e+00
6.3500000e+02	2.3297827e+06	1.6721156e+00
6.3600000e+02	2.3305777e+06	1.6728414e+00
6.3700000e+02	2.3313693e+06	1.6735664e+00
6.3800000e+02	2.3321574e+06	1.6742906e+00
6.3900000e+02	2.3329422e+06	1.6750140e+00
6.4000000e+02	2.3337236e+06	1.6757366e+00
6.4100000e+02	2.3345016e+06	1.6764585e+00
6.4200000e+02	2.3352763e+06	1.6771797e+00
6.4300000e+02	2.3360478e+06	1.6779002e+00
6.4400000e+02	2.3368161e+06	1.6786199e+00
6.4500000e+02	2.3375811e+06	1.6793391e+00
6.4600000e+02	2.3383430e+06	1.6800576e+00
6.4700000e+02	2.3391018e+06	1.6807755e+00
6.4800000e+02	2.3398574e+06	1.6814928e+00
6.4900000e+02	2.3406100e+06	1.6822095e+00
6.5000000e+02	2.3413596e+06	1.6829258e+00
6.5100000e+02	2.3421062e+06	1.6836415e+00
6.5200000e+02	2.3428498e+06	1.6843567e+00
6.5300000e+02	2.3435904e+06	1.6850714e+00
6.5400000e+02	2.3443282e+06	1.6857857e+00
6.5500000e+02	2.3450631e+06	1.6864996e+00
6.5600000e+02	2.3457952e+06	1.6872131e+00
6.5700000e+02	2.3465245e+06	1.6879262e+00
6.5800000e+02	2.3472510e+06	1.6886390e+00
6.5900000e+02	2.3479747e+06	1.6893515e+00
6.6000000e+02	2.3486958e+06	1.6900637e+00
6.6100000e+02	2.3494142e+06	1.6907757e+00
6.6200000e+02	2.3501299e+06	1.6914874e+00
6.6300000e+02	2.3508431e+06	1.6921989e+00
6.6400000e+02	2.3515536e+06	1.6929103e+00
6.6500000e+02	2.3522616e+06	1.6936215e+00
6.6600000e+02	2.3529671e+06	1.6943326e+00
6.6700000e+02	2.3536701e+06	1.6950436e+00
6.6800000e+02	2.3543707e+06	1.6957545e+00
6.6900000e+02	2.3550688e+06	1.6964655e+00
6.7000000e+02	2.3557645e+06	1.6971764e+00
6.7100000e+02	2.3564579e+06	1.6978873e+00
6.7200000e+02	2.3571489e+06	1.6985984e+00
6.7300000e+02	2.3578377e+06	1.6993095e+00
6.7400000e+02	2.3585241e+06	1.7000207e+00
6.7500000e+02	2.3592084e+06	1.7007321e+00
6.7600000e+02	2.3598904e+06	1.7014437e+00
6.7700000e+02	2.3605702e+06	1.7021555e+00
6.7800000e+02	2.3612479e+06	1.7028676e+00
6.7900000e+02	2.3619234e+06	1.7035799e+00
6.8000000e+02	2.3625969e+06	1.7042926e+00
6.8100000e+02	2.3632683e+06	1.7050056e+00
6.8200000e+02	2.3639377e+06	1.7057190e+00
6.8300000e+02	2.3646050e+06	1.7064329e+00
6.8400000e+02	2.3652704e+06	1.7071472e+00
6.8500000e+02	2.3659338e+06	1.7078620e+00
6.8600000e+02	2.3665953e+06	1.7085773e+00
6.8700000e+02	2.3672550e+06	1.7092932e+00
6.8800000e+02	2.3679127e+06	1.7100097e+00
6.8900000e+02	2.3685686e+06	1.7107268e+00
6.9000000e+02	2.3692227e+06	1.7114446e+00
6.9100000e+02	2.3698751e+06	1.7121632e+00
6.9200000e+02	2.3705256e+06	1.7128824e+00
6.9300000e+02	2.3711745e+06	1.7136025e+00
6.9400000e+02	2.3718217e+06	1.7143234e+00
6.9500000e+02	2.3724671e+06	1.7150451e+00
6.9600000e+02	2.3731110e+06	1.7157678e+00
6.9700000e+02	2.3737532e+06	1.7164914e+00
6.9800000e+02	2.3743938e+06	1.7172160e+00
6.9900000e+02	2.3750329e+06	1.7179416e+00
7.0000000e+02	2.3756704e+06	1.7186683e+00
7.0100000e+02	2.3763064e+06	1.7193961e+00
7.0200000e+02	2.3769410e+06	1.7201251e+00
7.0300000e+02	2.3775740e+06	1.7208552e+00
7.0400000e+02	2.3782057e+06	1.7215866e+00
7.0500000e+02	2.3788359e+06	1.7223192e+00
7.0600000e+02	2.3794648e+06	1.7230532e+00
7.0700000e+02	2.3800922e+06	1.7237885e+00
7.0800000e+02	2.3807184e+06	1.7245253e+00
7.0900000e+02	2.3813432e+06	1.7252635e+00
7.1000000e+02	2.3819668e+06	1.7260032e+00
7.1100000e+02	2.3825891e+06	1.7267445e+00
7.1200000e+02	2.3832101e+06	1.7274873e+00
7.1300000e+02	2.3838300e+06	1.7282318e+00
7.1400000e+02	2.3844487e+06	1.7289779e+00
7.1500000e+02	2.3850661e+06	1.7297258e+00
7.1600000e+02	2.3856825e+06	1.7304755e+00
7.1700000e+02	2.3862977e+06	1.7312270e+00
7.1800000e+02	2.3869119e+06	1.7319804e+00
7.1900000e+02	2.3875250e+06	1.7327357e+00
7.2000000e+02	2.3881370e+06	1.7334930e+00
7.2100000e+02	2.3887480e+06	1.7342523e+00
7.2200000e+02	2.3893580e+06	1.7350137e+00
7.2300000e+02	2.3899670e+06	1.7357771e+00
7.2400000e+02	2.3905750e+06	1.7365428e+00
7.2500000e+02	2.3911821e+06	1.7373107e+00
7.2600000e+02	2.3917883e+06	1.7380809e+00
7.2700000e+02	2.3923936e+06	1.7388534e+00
7.2800000e+02	2.3929980e+06	1.7396283e+00
7.2900000e+02	2.3936016e+06	1.7404057e+00
7.3000000e+02	2.3942044e+06	1.7411855e+00
7.3100000e+02	2.3948063e+06	1.7419679e+00
7.3200000e+02	2.3954074e+06	1.7427529e+00
7.3300000e+02	2.3960078e+06	1.7435405e+00
7.3400000e+02	2.3966074e+06	1.7443309e+00
7.3500000e+02	2.3972063e+06	1.7451240e+00
7.3600000e+02	2.3978045e+06	1.7459199e+00
7.3700000e+02	2.3984020e+06	1.7467188e+00
7.3800000e+02	2.3989988e+06	1.7475205e+00
7.3900000e+02	2.3995949e+06	1.7483253e+00
7.4000000e+02	2.4001905e+06	1.7491332e+00
7.4100000e+02	2.4007854e+06	1.7499441e+00
7.4200000e+02	2.4013797e+06	1.7507582e+00
7.4300000e+02	2.4019734e+06	1.7515756e+00
7.4400000e+02	2.4025666e+06	1.7523963e+00
7.4500000e+02	2.4031592e+06	1.7532203e+00
7.4600000e+02	2.4037513e+06	1.7540478e+00
7.4700000e+02	2.4043429e+06	1.7548787e+00
7.4800000e+02	2.4049341e+06	1.7557132e+00
7.4900000e+02	2.4055247e+06	1.7565513e+00
7.5000000e+02	2.4061149e+06	1.7573930e+00
7.5100000e+02	2.4067046e+06	1.7582385e+00
7.5200000e+02	2.4072939e+06	1.7590878e+00
7.5300000e+02	2.4078828e+06	1.7599410e+00
7.5400000e+02	2.4084714e+06	1.7607981e+00
7.5500000e+02	2.4090595e+06	1.7616592e+00
7.5600000e+02	2.4096473e+06	1.7625244e+00
7.5700000e+02	2.4102347e+06	1.7633937e+00
7.5800000e+02	2.4108218e+06	1.7642672e+00
7.5900000e+02	2.4114086e+06	1.7651450e+00
7.6000000e+02	2.4119951e+06	1.7660272e+00
7.6100000e+02	2.4125813e+06	1.7669137e+00
7.6200000e+02	2.4131673e+06	1.7678047e+00
7.6300000e+02	2.4137529e+06	1.7687003e+00
7.6400000e+02	2.4143384e+06	1.7696005e+00
7.6500000e+02	2.4149236e+06	1.7705054e+00
7.6600000e+02	2.4155086e+06	1.7714150e+00
7.6700000e+02	2.4160934e+06	1.7723295e+00
7.6800000e+02	2.4166780e+06	1.7732489e+00
7.6900000e+02	2.4172624e+06	1.7741733e+00
7.7000000e+02	2.4178467e+06	1.7751028e+00
7.7100000e+02	2.4184308e+06	1.7760374e+00
7.7200000e+02	2.4190147e+06	1.7769772e+00
7.7300000e+02	2.4195986e+06	1.7779223e+00
7.7400000e+02	2.4201823e+06	1.7788727e+00
7.7500000e+02	2.4207659e+06	1.7798286e+00
7.7600000e+02	2.4213495e+06	1.7807901e+00
7.7700000e+02	2.4219329e+06	1.7817571e+00
7.7800000e+02	2.4225163e+06	1.7827298e+00
7.7900000e+02	2.4230996e+06	1.7837082e+00
7.8000000e+02	2.4236828e+06	1.7846925e+00
7.8100000e+02	2.4242661e+06	1.7856827e+00
7.8200000e+02	2.4248493e+06	1.7866790e+00
7.8300000e+02	2.4254324e+06	1.7876813e+00
7.8400000e+02	2.4260156e+06	1.7886897e+00
7.8500000e+02	2.4265987e+06	1.7897044e+00
7.8600000e+02	2.4271819e+06	1.7907255e+00
7.8700000e+02	2.4277651e+06	1.7917529e+00
7.8800000e+02	2.4283483e+06	1.7927869e+00
7.8900000e+02	2.4289315e+06	1.7938274e+00
7.9000000e+02	2.4295148e+06	1.7948747e+00
7.9100000e+02	2.4300981e+06	1.7959286e+00
7.9200000e+02	2.4306815e+06	1.7969895e+00
7.9300000e+02	2.4312650e+06	1.7980572e+00
7.9400000e+02	2.4318485e+06	1.7991320e+00
7.9500000e+02	2.4324321e+06	1.8002139e+00
7.9600000e+02	2.4330158e+06	1.8013030e+00
7.9700000e+02	2.4335996e+06	1.8023994e+00
7.9800000e+02	2.4341834e+06	1.8035032e+00
7.9900000e+02	2.4347674e+06	1.8046145e+00
8.0000000e+02	2.4353515e+06	1.8057333e+00
