---
source: "Nickel Data source: thermophysical properties of matter vol.4 curve 10 plus curve1"
author: "Jia"
---

T (K)	rho_cp (J/m³K)	S (W/mK)
5.6400000e+02	5.0049195e+06	6.7921105e+01
5.6500000e+02	5.0096663e+06	6.7851227e+01
5.6600000e+02	5.0144131e+06	6.7781424e+01
5.6700000e+02	5.0201046e+06	6.7711696e+01
5.6800000e+02	5.0264259e+06	6.7642042e+01
5.6900000e+02	5.0327473e+06	6.7572463e+01
5.7000000e+02	5.0390687e+06	6.7502958e+01
5.7100000e+02	5.0453900e+06	6.7433527e+01
5.7200000e+02	5.0517114e+06	6.7364170e+01
5.7300000e+02	5.0580327e+06	6.7294886e+01
5.7400000e+02	5.0643541e+06	6.7225677e+01
5.7500000e+02	5.0706754e+06	6.7156540e+01
5.7600000e+02	5.0769968e+06	6.7087477e+01
5.7700000e+02	5.0833182e+06	6.7018486e+01
5.7800000e+02	5.0896395e+06	6.6949569e+01
5.7900000e+02	5.0957422e+06	6.6880725e+01
5.8000000e+02	5.1017902e+06	6.6811954e+01
5.8100000e+02	5.1078382e+06	6.6743256e+01
5.8200000e+02	5.1138862e+06	6.6674631e+01
5.8300000e+02	5.1199342e+06	6.6606079e+01
5.8400000e+02	5.1259822e+06	6.6537599e+01
5.8500000e+02	5.1320302e+06	6.6469191e+01
5.8600000e+02	5.1380782e+06	6.6400855e+01
5.8700000e+02	5.1441262e+06	6.6332591e+01
5.8800000e+02	5.1501742e+06	6.6264399e+01
5.8900000e+02	5.1562222e+06	6.6196279e+01
5.9000000e+02	5.1622702e+06	6.6128230e+01
5.9100000e+02	5.1683182e+06	6.6060254e+01
5.9200000e+02	5.1743662e+06	6.5992349e+01
5.9300000e+02	5.1804142e+06	6.5924516e+01
5.9400000e+02	5.1904042e+06	6.5856754e+01
5.9500000e+02	5.2003942e+06	6.5789063e+01
5.9600000e+02	5.2103842e+06	6.5721444e+01
5.9700000e+02	5.2203742e+06	6.5653897e+01
5.9800000e+02	5.2303642e+06	6.5586420e+01
5.9900000e+02	5.2406893e+06	6.5519014e+01
6.0000000e+02	5.2515172e+06	6.5451680e+01
6.0100000e+02	5.2623451e+06	6.5384416e+01
6.0200000e+02	5.2731729e+06	6.5317224e+01
6.0300000e+02	5.2840008e+06	6.5250102e+01
6.0400000e+02	5.2948287e+06	6.5183050e+01
6.0500000e+02	5.3056565e+06	6.5116070e+01
6.0600000e+02	5.3164844e+06	6.5049159e+01
6.0700000e+02	5.3273123e+06	6.4982320e+01
6.0800000e+02	5.3381402e+06	6.4915550e+01
6.0900000e+02	5.3489680e+06	6.4848851e+01
6.1000000e+02	5.3597959e+06	6.4782222e+01
6.1100000e+02	5.3706238e+06	6.4715663e+01
6.1200000e+02	5.3807038e+06	6.4649174e+01
6.1300000e+02	5.3907838e+06	6.4582755e+01
6.1400000e+02	5.4008638e+06	6.4516405e+01
6.1500000e+02	5.4109438e+06	6.4450126e+01
6.1600000e+02	5.4210238e+06	6.4383916e+01
6.1700000e+02	5.4311038e+06	6.4317775e+01
6.1800000e+02	5.4411838e+06	6.4251704e+01
6.1900000e+02	5.4552857e+06	6.4185703e+01
6.2000000e+02	5.4720689e+06	6.4119771e+01
6.2100000e+02	5.4888521e+06	6.4053908e+01
6.2200000e+02	5.5056353e+06	6.3988114e+01
6.2300000e+02	5.5224185e+06	6.3922389e+01
6.2400000e+02	5.5392017e+06	6.3856733e+01
6.2500000e+02	5.5177500e+06	6.3791146e+01
6.2600000e+02	5.4708085e+06	6.3725628e+01
6.2700000e+02	5.4238670e+06	6.3660179e+01
6.2800000e+02	5.3769255e+06	6.3594798e+01
6.2900000e+02	5.3299840e+06	6.3529486e+01
6.3000000e+02	5.2830425e+06	6.3464242e+01
6.3100000e+02	5.2361010e+06	6.3399066e+01
6.3200000e+02	5.1891594e+06	6.3333959e+01
6.3300000e+02	5.1422179e+06	6.3268920e+01
6.3400000e+02	5.0952764e+06	6.3203949e+01
6.3500000e+02	5.0483349e+06	6.3139046e+01
6.3600000e+02	5.0013934e+06	6.3074211e+01
6.3700000e+02	4.9842574e+06	6.3009444e+01
6.3800000e+02	4.9671214e+06	6.2944745e+01
6.3900000e+02	4.9499854e+06	6.2880114e+01
6.4000000e+02	4.9328494e+06	6.2815550e+01
6.4100000e+02	4.9157134e+06	6.2751053e+01
6.4200000e+02	4.8985774e+06	6.2686624e+01
6.4300000e+02	4.8814414e+06	6.2622263e+01
6.4400000e+02	4.8643054e+06	6.2557968e+01
6.4500000e+02	4.8471694e+06	6.2493741e+01
6.4600000e+02	4.8300334e+06	6.2429581e+01
6.4700000e+02	4.8128974e+06	6.2365488e+01
6.4800000e+02	4.8007168e+06	6.2301462e+01
6.4900000e+02	4.7890869e+06	6.2237502e+01
6.5000000e+02	4.7774570e+06	6.2173610e+01
6.5100000e+02	4.7658270e+06	6.2109784e+01
6.5200000e+02	4.7541971e+06	6.2046024e+01
6.5300000e+02	4.7425672e+06	6.1982331e+01
6.5400000e+02	4.7309372e+06	6.1918705e+01
6.5500000e+02	4.7193073e+06	6.1855145e+01
6.5600000e+02	4.7076774e+06	6.1791651e+01
6.5700000e+02	4.7017366e+06	6.1728223e+01
6.5800000e+02	4.6995887e+06	6.1664862e+01
6.5900000e+02	4.6974408e+06	6.1601566e+01
6.6000000e+02	4.6952928e+06	6.1538336e+01
6.6100000e+02	4.6931449e+06	6.1475172e+01
6.6200000e+02	4.6909969e+06	6.1412074e+01
6.6300000e+02	4.6888490e+06	6.1349042e+01
6.6400000e+02	4.6867011e+06	6.1286075e+01
6.6500000e+02	4.6845531e+06	6.1223173e+01
6.6600000e+02	4.6824052e+06	6.1160337e+01
6.6700000e+02	4.6802573e+06	6.1097566e+01
6.6800000e+02	4.6781093e+06	6.1034861e+01
6.6900000e+02	4.6759614e+06	6.0972220e+01
6.7000000e+02	4.6738134e+06	6.0909645e+01
6.7100000e+02	4.6716655e+06	6.0847134e+01
6.7200000e+02	4.6695176e+06	6.0784689e+01
6.7300000e+02	4.6673696e+06	6.0722308e+01
6.7400000e+02	4.6652217e+06	6.0659992e+01
6.7500000e+02	4.6630738e+06	6.0597741e+01
6.7600000e+02	4.6621872e+06	6.0535554e+01
6.7700000e+02	4.6625620e+06	6.0473431e+01
6.7800000e+02	4.6629369e+06	6.0411373e+01
6.7900000e+02	4.6633117e+06	6.0349380e+01
6.8000000e+02	4.6636865e+06	6.0287450e+01
6.8100000e+02	4.6640614e+06	6.0225585e+01
6.8200000e+02	4.6644362e+06	6.0163783e+01
6.8300000e+02	4.6648111e+06	6.0102046e+01
6.8400000e+02	4.6651859e+06	6.0040372e+01
6.8500000e+02	4.6655607e+06	5.9978762e+01
6.8600000e+02	4.6659356e+06	5.9917216e+01
6.8700000e+02	4.6663104e+06	5.9855734e+01
6.8800000e+02	4.6666852e+06	5.9794315e+01
6.8900000e+02	4.6670601e+06	5.9732959e+01
6.9000000e+02	4.6674349e+06	5.9671667e+01
6.9100000e+02	4.6678097e+06	5.9610438e+01
6.9200000e+02	4.6681846e+06	5.9549272e+01
6.9300000e+02	4.6685594e+06	5.9488170e+01
6.9400000e+02	4.6689342e+06	5.9427130e+01
6.9500000e+02	4.6693091e+06	5.9366153e+01
6.9600000e+02	4.6687240e+06	5.9305239e+01
6.9700000e+02	4.6674989e+06	5.9244388e+01
6.9800000e+02	4.6662739e+06	5.9183600e+01
6.9900000e+02	4.6650488e+06	5.9122874e+01
7.0000000e+02	4.6638238e+06	5.9062211e+01
7.0100000e+02	4.6625987e+06	5.9001610e+01
7.0200000e+02	4.6613737e+06	5.8941071e+01
7.0300000e+02	4.6601486e+06	5.8880595e+01
7.0400000e+02	4.6589236e+06	5.8820180e+01
7.0500000e+02	4.6576985e+06	5.8759828e+01
7.0600000e+02	4.6564735e+06	5.8699538e+01
7.0700000e+02	4.6552484e+06	5.8639310e+01
7.0800000e+02	4.6540234e+06	5.8579143e+01
7.0900000e+02	4.6527983e+06	5.8519039e+01
7.1000000e+02	4.6515733e+06	5.8458996e+01
7.1100000e+02	4.6503482e+06	5.8399014e+01
7.1200000e+02	4.6491231e+06	5.8339094e+01
7.1300000e+02	4.6478981e+06	5.8279235e+01
7.1400000e+02	4.6466730e+06	5.8219438e+01
7.1500000e+02	4.6454480e+06	5.8159702e+01
7.1600000e+02	4.6442229e+06	5.8100027e+01
7.1700000e+02	4.6429979e+06	5.8040413e+01
7.1800000e+02	4.6417728e+06	5.7980860e+01
7.1900000e+02	4.6405478e+06	5.7921368e+01
7.2000000e+02	4.6393227e+06	5.7861937e+01
7.2100000e+02	4.6380977e+06	5.7802567e+01
7.2200000e+02	4.6368726e+06	5.7743257e+01
7.2300000e+02	4.6359929e+06	5.7684007e+01
7.2400000e+02	4.6364947e+06	5.7624818e+01
7.2500000e+02	4.6369964e+06	5.7565690e+01
7.2600000e+02	4.6374982e+06	5.7506622e+01
7.2700000e+02	4.6379999e+06	5.7447614e+01
7.2800000e+02	4.6385016e+06	5.7388666e+01
7.2900000e+02	4.6390034e+06	5.7329778e+01
7.3000000e+02	4.6395051e+06	5.7270950e+01
7.3100000e+02	4.6400069e+06	5.7212182e+01
7.3200000e+02	4.6405086e+06	5.7153474e+01
7.3300000e+02	4.6410103e+06	5.7094825e+01
7.3400000e+02	4.6415121e+06	5.7036236e+01
7.3500000e+02	4.6420138e+06	5.6977707e+01
7.3600000e+02	4.6425156e+06	5.6919237e+01
7.3700000e+02	4.6430173e+06	5.6860826e+01
7.3800000e+02	4.6435190e+06	5.6802475e+01
7.3900000e+02	4.6440208e+06	5.6744182e+01
7.4000000e+02	4.6445225e+06	5.6685949e+01
7.4100000e+02	4.6450243e+06	5.6627775e+01
7.4200000e+02	4.6455260e+06	5.6569660e+01
7.4300000e+02	4.6460277e+06	5.6511604e+01
7.4400000e+02	4.6465295e+06	5.6453606e+01
7.4500000e+02	4.6470312e+06	5.6395667e+01
7.4600000e+02	4.6475330e+06	5.6337787e+01
7.4700000e+02	4.6480347e+06	5.6279965e+01
7.4800000e+02	4.6485364e+06	5.6222202e+01
7.4900000e+02	4.6490382e+06	5.6164497e+01
7.5000000e+02	4.6495399e+06	5.6106850e+01
7.5100000e+02	4.6500417e+06	5.6049261e+01
7.5200000e+02	4.6505434e+06	5.5991731e+01
7.5300000e+02	4.6510451e+06	5.5934258e+01
7.5400000e+02	4.6515469e+06	5.5876843e+01
7.5500000e+02	4.6520486e+06	5.5819487e+01
7.5600000e+02	4.6525504e+06	5.5762187e+01
7.5700000e+02	4.6530521e+06	5.5704946e+01
7.5800000e+02	4.6535538e+06	5.5647762e+01
7.5900000e+02	4.6540556e+06	5.5590636e+01
7.6000000e+02	4.6545573e+06	5.5533567e+01
7.6100000e+02	4.6550591e+06	5.5476555e+01
7.6200000e+02	4.6555608e+06	5.5419600e+01
7.6300000e+02	4.6560625e+06	5.5362703e+01
7.6400000e+02	4.6565643e+06	5.5305863e+01
7.6500000e+02	4.6570660e+06	5.5249080e+01
7.6600000e+02	4.6575678e+06	5.5192353e+01
7.6700000e+02	4.6580695e+06	5.5135683e+01
7.6800000e+02	4.6582702e+06	5.5079071e+01
7.6900000e+02	4.6582702e+06	5.5022514e+01
7.7000000e+02	4.6582702e+06	5.4966015e+01
7.7100000e+02	4.6582702e+06	5.4909571e+01
7.7200000e+02	4.6582702e+06	5.4853184e+01
7.7300000e+02	4.6582702e+06	5.4796854e+01
7.7400000e+02	4.6582702e+06	5.4740579e+01
7.7500000e+02	4.6582702e+06	5.4684361e+01
7.7600000e+02	4.6582702e+06	5.4628199e+01
7.7700000e+02	4.6582702e+06	5.4572093e+01
7.7800000e+02	4.6582702e+06	5.4516042e+01
7.7900000e+02	4.6582702e+06	5.4460047e+01
7.8000000e+02	4.6582702e+06	5.4404109e+01
7.8100000e+02	4.6582702e+06	5.4348225e+01
7.8200000e+02	4.6582702e+06	5.4292397e+01
7.8300000e+02	4.6582702e+06	5.4236625e+01
7.8400000e+02	4.6582702e+06	5.4180908e+01
7.8500000e+02	4.6582702e+06	5.4125246e+01
7.8600000e+02	4.6582702e+06	5.4069640e+01
7.8700000e+02	4.6582702e+06	5.4014088e+01
7.8800000e+02	4.6582702e+06	5.3958592e+01
7.8900000e+02	4.6582702e+06	5.3903150e+01
7.9000000e+02	4.6582702e+06	5.3847764e+01
7.9100000e+02	4.6582702e+06	5.3792432e+01
7.9200000e+02	4.6582702e+06	5.3737154e+01
7.9300000e+02	4.6582702e+06	5.3681932e+01
7.9400000e+02	4.6582702e+06	5.3626764e+01
7.9500000e+02	4.6582702e+06	5.3571650e+01
7.9600000e+02	4.6582702e+06	5.3516590e+01
7.9700000e+02	4.6582702e+06	5.3461585e+01
7.9800000e+02	4.6582702e+06	5.3406634e+01
7.9900000e+02	4.6584718e+06	5.3351737e+01
8.0000000e+02	4.6586734e+06	5.3296894e+01
