---
source: "Chromium Data source: thermophysical properties of matter vol.4 curve 4 plus curve6"
author: "Jia"
---

T (K)	rho_cp (J/m³K)	S (W/mK)
5.6700000e+02	3.7634611e+06	8.1360835e+01
5.6800000e+02	3.7645409e+06	8.1317703e+01
5.6900000e+02	3.7656205e+06	8.1274602e+01
5.7000000e+02	3.7666998e+06	8.1231533e+01
5.7100000e+02	3.7677787e+06	8.1188496e+01
5.7200000e+02	3.7688573e+06	8.1145490e+01
5.7300000e+02	3.7699355e+06	8.1102515e+01
5.7400000e+02	3.7710131e+06	8.1059571e+01
5.7500000e+02	3.7720903e+06	8.1016657e+01
5.7600000e+02	3.7731669e+06	8.0973774e+01
5.7700000e+02	3.7742428e+06	8.0930921e+01
5.7800000e+02	3.7753181e+06	8.0888098e+01
5.7900000e+02	3.7763926e+06	8.0845306e+01
5.8000000e+02	3.7774663e+06	8.0802545e+01
5.8100000e+02	3.7785392e+06	8.0759814e+01
5.8200000e+02	3.7796111e+06	8.0717113e+01
5.8300000e+02	3.7806819e+06	8.0674442e+01
5.8400000e+02	3.7817517e+06	8.0631800e+01
5.8500000e+02	3.7828204e+06	8.0589186e+01
5.8600000e+02	3.7838879e+06	8.0546600e+01
5.8700000e+02	3.7849540e+06	8.0504042e+01
5.8800000e+02	3.7860188e+06	8.0461513e+01
5.8900000e+02	3.7870821e+06	8.0419013e+01
5.9000000e+02	3.7881440e+06	8.0376542e+01
5.9100000e+02	3.7892042e+06	8.0334100e+01
5.9200000e+02	3.7902627e+06	8.0291688e+01
5.9300000e+02	3.7913195e+06	8.0249305e+01
5.9400000e+02	3.7923744e+06	8.0206950e+01
5.9500000e+02	3.7934274e+06	8.0164623e+01
5.9600000e+02	3.7944784e+06	8.0122324e+01
5.9700000e+02	3.7955273e+06	8.0080053e+01
5.9800000e+02	3.7965739e+06	8.0037809e+01
5.9900000e+02	3.7976183e+06	7.9995591e+01
6.0000000e+02	3.7986604e+06	7.9953400e+01
6.0100000e+02	3.7996999e+06	7.9911235e+01
6.0200000e+02	3.8007369e+06	7.9869096e+01
6.0300000e+02	3.8017713e+06	7.9826982e+01
6.0400000e+02	3.8028029e+06	7.9784893e+01
6.0500000e+02	3.8038317e+06	7.9742829e+01
6.0600000e+02	3.8048575e+06	7.9700789e+01
6.0700000e+02	3.8058804e+06	7.9658773e+01
6.0800000e+02	3.8069001e+06	7.9616781e+01
6.0900000e+02	3.8079165e+06	7.9574812e+01
6.1000000e+02	3.8089297e+06	7.9532865e+01
6.1100000e+02	3.8099394e+06	7.9490942e+01
6.1200000e+02	3.8109457e+06	7.9449041e+01
6.1300000e+02	3.8119483e+06	7.9407161e+01
6.1400000e+02	3.8129472e+06	7.9365303e+01
6.1500000e+02	3.8139423e+06	7.9323467e+01
6.1600000e+02	3.8149336e+06	7.9281651e+01
6.1700000e+02	3.8159208e+06	7.9239856e+01
6.1800000e+02	3.8169039e+06	7.9198080e+01
6.1900000e+02	3.8178827e+06	7.9156325e+01
6.2000000e+02	3.8188573e+06	7.9114589e+01
6.2100000e+02	3.8198275e+06	7.9072872e+01
6.2200000e+02	3.8207932e+06	7.9031174e+01
6.2300000e+02	3.8217543e+06	7.8989494e+01
6.2400000e+02	3.8227107e+06	7.8947833e+01
6.2500000e+02	3.8236624e+06	7.8906189e+01
6.2600000e+02	3.8246091e+06	7.8864562e+01
6.2700000e+02	3.8255509e+06	7.8822952e+01
6.2800000e+02	3.8264875e+06	7.8781359e+01
6.2900000e+02	3.8274190e+06	7.8739783e+01
6.3000000e+02	3.8283453e+06	7.8698222e+01
6.3100000e+02	3.8292661e+06	7.8656677e+01
6.3200000e+02	3.8301816e+06	7.8615147e+01
6.3300000e+02	3.8310914e+06	7.8573632e+01
6.3400000e+02	3.8319957e+06	7.8532131e+01
6.3500000e+02	3.8328942e+06	7.8490645e+01
6.3600000e+02	3.8337869e+06	7.8449173e+01
6.3700000e+02	3.8346737e+06	7.8407714e+01
6.3800000e+02	3.8355545e+06	7.8366268e+01
6.3900000e+02	3.8364293e+06	7.8324835e+01
6.4000000e+02	3.8372979e+06	7.8283415e+01
6.4100000e+02	3.8381603e+06	7.8242006e+01
6.4200000e+02	3.8390163e+06	7.8200610e+01
6.4300000e+02	3.8398660e+06	7.8159224e+01
6.4400000e+02	3.8407092e+06	7.8117850e+01
6.4500000e+02	3.8415458e+06	7.8076487e+01
6.4600000e+02	3.8423758e+06	7.8035134e+01
6.4700000e+02	3.8431991e+06	7.7993791e+01
6.4800000e+02	3.8440157e+06	7.7952458e+01
6.4900000e+02	3.8448254e+06	7.7911133e+01
6.5000000e+02	3.8456283e+06	7.7869818e+01
6.5100000e+02	3.8464241e+06	7.7828512e+01
6.5200000e+02	3.8472130e+06	7.7787214e+01
6.5300000e+02	3.8479947e+06	7.7745924e+01
6.5400000e+02	3.8487693e+06	7.7704641e+01
6.5500000e+02	3.8495368e+06	7.7663365e+01
6.5600000e+02	3.8502969e+06	7.7622097e+01
6.5700000e+02	3.8510498e+06	7.7580835e+01
6.5800000e+02	3.8517953e+06	7.7539579e+01
6.5900000e+02	3.8525334e+06	7.7498329e+01
6.6000000e+02	3.8532641e+06	7.7457084e+01
6.6100000e+02	3.8539872e+06	7.7415845e+01
6.6200000e+02	3.8547029e+06	7.7374610e+01
6.6300000e+02	3.8554110e+06	7.7333380e+01
6.6400000e+02	3.8561115e+06	7.7292154e+01
6.6500000e+02	3.8568044e+06	7.7250931e+01
6.6600000e+02	3.8574897e+06	7.7209712e+01
6.6700000e+02	3.8581672e+06	7.7168496e+01
6.6800000e+02	3.8588371e+06	7.7127283e+01
6.6900000e+02	3.8594993e+06	7.7086072e+01
6.7000000e+02	3.8601537e+06	7.7044863e+01
6.7100000e+02	3.8608004e+06	7.7003656e+01
6.7200000e+02	3.8614393e+06	7.6962450e+01
6.7300000e+02	3.8620705e+06	7.6921245e+01
6.7400000e+02	3.8626939e+06	7.6880040e+01
6.7500000e+02	3.8633096e+06	7.6838836e+01
6.7600000e+02	3.8639175e+06	7.6797631e+01
6.7700000e+02	3.8645177e+06	7.6756427e+01
6.7800000e+02	3.8651101e+06	7.6715221e+01
6.7900000e+02	3.8656948e+06	7.6674014e+01
6.8000000e+02	3.8662717e+06	7.6632806e+01
6.8100000e+02	3.8668410e+06	7.6591596e+01
6.8200000e+02	3.8674027e+06	7.6550383e+01
6.8300000e+02	3.8679566e+06	7.6509169e+01
6.8400000e+02	3.8685030e+06	7.6467951e+01
6.8500000e+02	3.8690418e+06	7.6426730e+01
6.8600000e+02	3.8695731e+06	7.6385505e+01
6.8700000e+02	3.8700969e+06	7.6344276e+01
6.8800000e+02	3.8706132e+06	7.6303044e+01
6.8900000e+02	3.8711222e+06	7.6261806e+01
6.9000000e+02	3.8716238e+06	7.6220564e+01
6.9100000e+02	3.8721181e+06	7.6179316e+01
6.9200000e+02	3.8726052e+06	7.6138062e+01
6.9300000e+02	3.8730851e+06	7.6096803e+01
6.9400000e+02	3.8735579e+06	7.6055537e+01
6.9500000e+02	3.8740237e+06	7.6014264e+01
6.9600000e+02	3.8744826e+06	7.5972984e+01
6.9700000e+02	3.8749346e+06	7.5931697e+01
6.9800000e+02	3.8753798e+06	7.5890402e+01
6.9900000e+02	3.8758183e+06	7.5849099e+01
7.0000000e+02	3.8762502e+06	7.5807787e+01
7.0100000e+02	3.8766756e+06	7.5766467e+01
7.0200000e+02	3.8770946e+06	7.5725137e+01
7.0300000e+02	3.8775073e+06	7.5683798e+01
7.0400000e+02	3.8779138e+06	7.5642449e+01
7.0500000e+02	3.8783142e+06	7.5601089e+01
7.0600000e+02	3.8787086e+06	7.5559720e+01
7.0700000e+02	3.8790972e+06	7.5518339e+01
7.0800000e+02	3.8794801e+06	7.5476947e+01
7.0900000e+02	3.8798573e+06	7.5435543e+01
7.1000000e+02	3.8802291e+06	7.5394127e+01
7.1100000e+02	3.8805956e+06	7.5352699e+01
7.1200000e+02	3.8809568e+06	7.5311259e+01
7.1300000e+02	3.8813130e+06	7.5269805e+01
7.1400000e+02	3.8816643e+06	7.5228338e+01
7.1500000e+02	3.8820108e+06	7.5186857e+01
7.1600000e+02	3.8823527e+06	7.5145362e+01
7.1700000e+02	3.8826902e+06	7.5103853e+01
7.1800000e+02	3.8830233e+06	7.5062329e+01
7.1900000e+02	3.8833524e+06	7.5020790e+01
7.2000000e+02	3.8836775e+06	7.4979235e+01
7.2100000e+02	3.8839988e+06	7.4937665e+01
7.2200000e+02	3.8843165e+06	7.4896078e+01
7.2300000e+02	3.8846308e+06	7.4854475e+01
7.2400000e+02	3.8849418e+06	7.4812855e+01
7.2500000e+02	3.8852498e+06	7.4771218e+01
7.2600000e+02	3.8855549e+06	7.4729564e+01
7.2700000e+02	3.8858574e+06	7.4687891e+01
7.2800000e+02	3.8861574e+06	7.4646200e+01
7.2900000e+02	3.8864551e+06	7.4604491e+01
7.3000000e+02	3.8867507e+06	7.4562762e+01
7.3100000e+02	3.8870445e+06	7.4521015e+01
7.3200000e+02	3.8873366e+06	7.4479247e+01
7.3300000e+02	3.8876273e+06	7.4437460e+01
7.3400000e+02	3.8879168e+06	7.4395652e+01
7.3500000e+02	3.8882053e+06	7.4353824e+01
7.3600000e+02	3.8884930e+06	7.4311974e+01
7.3700000e+02	3.8887802e+06	7.4270103e+01
7.3800000e+02	3.8890670e+06	7.4228211e+01
7.3900000e+02	3.8893538e+06	7.4186296e+01
7.4000000e+02	3.8896407e+06	7.4144359e+01
7.4100000e+02	3.8899280e+06	7.4102399e+01
7.4200000e+02	3.8902159e+06	7.4060416e+01
7.4300000e+02	3.8905047e+06	7.4018409e+01
7.4400000e+02	3.8907946e+06	7.3976379e+01
7.4500000e+02	3.8910858e+06	7.3934324e+01
7.4600000e+02	3.8913787e+06	7.3892245e+01
7.4700000e+02	3.8916734e+06	7.3850141e+01
7.4800000e+02	3.8919703e+06	7.3808012e+01
7.4900000e+02	3.8922695e+06	7.3765857e+01
7.5000000e+02	3.8925714e+06	7.3723676e+01
7.5100000e+02	3.8928761e+06	7.3681469e+01
7.5200000e+02	3.8931840e+06	7.3639235e+01
7.5300000e+02	3.8934954e+06	7.3596974e+01
7.5400000e+02	3.8938104e+06	7.3554686e+01
7.5500000e+02	3.8941293e+06	7.3512371e+01
7.5600000e+02	3.8944525e+06	7.3470027e+01
7.5700000e+02	3.8947802e+06	7.3427655e+01
7.5800000e+02	3.8951126e+06	7.3385254e+01
7.5900000e+02	3.8954501e+06	7.3342824e+01
7.6000000e+02	3.8957928e+06	7.3300365e+01
7.6100000e+02	3.8961412e+06	7.3257876e+01
7.6200000e+02	3.8964953e+06	7.3215356e+01
7.6300000e+02	3.8968557e+06	7.3172807e+01
7.6400000e+02	3.8972224e+06	7.3130226e+01
7.6500000e+02	3.8975958e+06	7.3087614e+01
7.6600000e+02	3.8979761e+06	7.3044971e+01
7.6700000e+02	3.8983637e+06	7.3002296e+01
7.6800000e+02	3.8987588e+06	7.2959589e+01
7.6900000e+02	3.8991617e+06	7.2916849e+01
7.7000000e+02	3.8995726e+06	7.2874076e+01
7.7100000e+02	3.8999918e+06	7.2831270e+01
7.7200000e+02	3.9004197e+06	7.2788430e+01
7.7300000e+02	3.9008565e+06	7.2745557e+01
7.7400000e+02	3.9013024e+06	7.2702649e+01
7.7500000e+02	3.9017577e+06	7.2659706e+01
7.7600000e+02	3.9022228e+06	7.2616728e+01
7.7700000e+02	3.9026978e+06	7.2573715e+01
7.7800000e+02	3.9031830e+06	7.2530667e+01
7.7900000e+02	3.9036788e+06	7.2487582e+01
7.8000000e+02	3.9041853e+06	7.2444461e+01
7.8100000e+02	3.9047029e+06	7.2401303e+01
7.8200000e+02	3.9052318e+06	7.2358108e+01
7.8300000e+02	3.9057722e+06	7.2314875e+01
7.8400000e+02	3.9063244e+06	7.2271605e+01
7.8500000e+02	3.9068887e+06	7.2228297e+01
7.8600000e+02	3.9074654e+06	7.2184950e+01
7.8700000e+02	3.9080546e+06	7.2141564e+01
7.8800000e+02	3.9086566e+06	7.2098139e+01
7.8900000e+02	3.9092717e+06	7.2054675e+01
7.9000000e+02	3.9099001e+06	7.2011170e+01
7.9100000e+02	3.9105421e+06	7.1967626e+01
7.9200000e+02	3.9111978e+06	7.1924040e+01
7.9300000e+02	3.9118675e+06	7.1880414e+01
7.9400000e+02	3.9125515e+06	7.1836747e+01
7.9500000e+02	3.9132499e+06	7.1793037e+01
7.9600000e+02	3.9139630e+06	7.1749286e+01
7.9700000e+02	3.9146909e+06	7.1705493e+01
7.9800000e+02	3.9154340e+06	7.1661657e+01
7.9900000e+02	3.9161923e+06	7.1617778e+01
8.0000000e+02	3.9169661e+06	7.1573855e+01
