---
source: "TiN Data source: thermophysical properties of matter vol.5 curve 1 plus curve 2"
author: "Jia"
---

T (K)	rho_cp (J/m³K)	S (W/mK)
5.7200000e+02	4.0730658e+06	2.5923052e+01
5.7300000e+02	4.0745772e+06	2.5932655e+01
5.7400000e+02	4.0760830e+06	2.5942200e+01
5.7500000e+02	4.0775830e+06	2.5951686e+01
5.7600000e+02	4.0790772e+06	2.5961114e+01
5.7700000e+02	4.0805656e+06	2.5970483e+01
5.7800000e+02	4.0820483e+06	2.5979793e+01
5.7900000e+02	4.0835251e+06	2.5989044e+01
5.8000000e+02	4.0849959e+06	2.5998237e+01
5.8100000e+02	4.0864609e+06	2.6007371e+01
5.8200000e+02	4.0879199e+06	2.6016447e+01
5.8300000e+02	4.0893730e+06	2.6025464e+01
5.8400000e+02	4.0908200e+06	2.6034422e+01
5.8500000e+02	4.0922609e+06	2.6043321e+01
5.8600000e+02	4.0936958e+06	2.6052162e+01
5.8700000e+02	4.0951246e+06	2.6060944e+01
5.8800000e+02	4.0965472e+06	2.6069668e+01
5.8900000e+02	4.0979637e+06	2.6078333e+01
5.9000000e+02	4.0993739e+06	2.6086939e+01
5.9100000e+02	4.1007779e+06	2.6095486e+01
5.9200000e+02	4.1021756e+06	2.6103975e+01
5.9300000e+02	4.1035670e+06	2.6112406e+01
5.9400000e+02	4.1049520e+06	2.6120777e+01
5.9500000e+02	4.1063307e+06	2.6129090e+01
5.9600000e+02	4.1077030e+06	2.6137344e+01
5.9700000e+02	4.1090688e+06	2.6145540e+01
5.9800000e+02	4.1104281e+06	2.6153677e+01
5.9900000e+02	4.1117810e+06	2.6161755e+01
6.0000000e+02	4.1131273e+06	2.6169775e+01
6.0100000e+02	4.1144670e+06	2.6177736e+01
6.0200000e+02	4.1158003e+06	2.6185638e+01
6.0300000e+02	4.1171270e+06	2.6193482e+01
6.0400000e+02	4.1184473e+06	2.6201267e+01
6.0500000e+02	4.1197613e+06	2.6208993e+01
6.0600000e+02	4.1210689e+06	2.6216660e+01
6.0700000e+02	4.1223702e+06	2.6224269e+01
6.0800000e+02	4.1236653e+06	2.6231820e+01
6.0900000e+02	4.1249541e+06	2.6239311e+01
6.1000000e+02	4.1262368e+06	2.6246744e+01
6.1100000e+02	4.1275135e+06	2.6254119e+01
6.1200000e+02	4.1287840e+06	2.6261434e+01
6.1300000e+02	4.1300486e+06	2.6268691e+01
6.1400000e+02	4.1313072e+06	2.6275890e+01
6.1500000e+02	4.1325599e+06	2.6283029e+01
6.1600000e+02	4.1338067e+06	2.6290111e+01
6.1700000e+02	4.1350477e+06	2.6297133e+01
6.1800000e+02	4.1362829e+06	2.6304097e+01
6.1900000e+02	4.1375124e+06	2.6311002e+01
6.2000000e+02	4.1387362e+06	2.6317848e+01
6.2100000e+02	4.1399544e+06	2.6324636e+01
6.2200000e+02	4.1411670e+06	2.6331365e+01
6.2300000e+02	4.1423741e+06	2.6338035e+01
6.2400000e+02	4.1435757e+06	2.6344647e+01
6.2500000e+02	4.1447718e+06	2.6351200e+01
6.2600000e+02	4.1459625e+06	2.6357695e+01
6.2700000e+02	4.1471479e+06	2.6364130e+01
6.2800000e+02	4.1483280e+06	2.6370507e+01
6.2900000e+02	4.1495028e+06	2.6376826e+01
6.3000000e+02	4.1506725e+06	2.6383086e+01
6.3100000e+02	4.1518369e+06	2.6389287e+01
6.3200000e+02	4.1529962e+06	2.6395429e+01
6.3300000e+02	4.1541505e+06	2.6401513e+01
6.3400000e+02	4.1552998e+06	2.6407538e+01
6.3500000e+02	4.1564440e+06	2.6413505e+01
6.3600000e+02	4.1575834e+06	2.6419412e+01
6.3700000e+02	4.1587179e+06	2.6425262e+01
6.3800000e+02	4.1598475e+06	2.6431052e+01
6.3900000e+02	4.1609724e+06	2.6436784e+01
6.4000000e+02	4.1620925e+06	2.6442457e+01
6.4100000e+02	4.1632079e+06	2.6448072e+01
6.4200000e+02	4.1643187e+06	2.6453627e+01
6.4300000e+02	4.1654248e+06	2.6459125e+01
6.4400000e+02	4.1665265e+06	2.6464563e+01
6.4500000e+02	4.1676236e+06	2.6469943e+01
6.4600000e+02	4.1687162e+06	2.6475264e+01
6.4700000e+02	4.1698045e+06	2.6480527e+01
6.4800000e+02	4.1708884e+06	2.6485731e+01
6.4900000e+02	4.1719679e+06	2.6490876e+01
6.5000000e+02	4.1730432e+06	2.6495963e+01
6.5100000e+02	4.1741143e+06	2.6500990e+01
6.5200000e+02	4.1751812e+06	2.6505960e+01
6.5300000e+02	4.1762440e+06	2.6510870e+01
6.5400000e+02	4.1773027e+06	2.6515722e+01
6.5500000e+02	4.1783573e+06	2.6520515e+01
6.5600000e+02	4.1794080e+06	2.6525250e+01
6.5700000e+02	4.1804547e+06	2.6529926e+01
6.5800000e+02	4.1814976e+06	2.6534543e+01
6.5900000e+02	4.1825366e+06	2.6539102e+01
6.6000000e+02	4.1835718e+06	2.6543602e+01
6.6100000e+02	4.1846032e+06	2.6548043e+01
6.6200000e+02	4.1856309e+06	2.6552426e+01
6.6300000e+02	4.1866550e+06	2.6556750e+01
6.6400000e+02	4.1876755e+06	2.6561015e+01
6.6500000e+02	4.1886924e+06	2.6565222e+01
6.6600000e+02	4.1897057e+06	2.6569370e+01
6.6700000e+02	4.1907156e+06	2.6573459e+01
6.6800000e+02	4.1917221e+06	2.6577490e+01
6.6900000e+02	4.1927252e+06	2.6581462e+01
6.7000000e+02	4.1937250e+06	2.6585375e+01
6.7100000e+02	4.1947215e+06	2.6589230e+01
6.7200000e+02	4.1957147e+06	2.6593026e+01
6.7300000e+02	4.1967048e+06	2.6596763e+01
6.7400000e+02	4.1976917e+06	2.6600442e+01
6.7500000e+02	4.1986756e+06	2.6604062e+01
6.7600000e+02	4.1996563e+06	2.6607623e+01
6.7700000e+02	4.2006341e+06	2.6611126e+01
6.7800000e+02	4.2016089e+06	2.6614570e+01
6.7900000e+02	4.2025809e+06	2.6617956e+01
6.8000000e+02	4.2035499e+06	2.6621282e+01
6.8100000e+02	4.2045162e+06	2.6624551e+01
6.8200000e+02	4.2054796e+06	2.6627760e+01
6.8300000e+02	4.2064404e+06	2.6630911e+01
6.8400000e+02	4.2073985e+06	2.6634003e+01
6.8500000e+02	4.2083539e+06	2.6637036e+01
6.8600000e+02	4.2093068e+06	2.6640011e+01
6.8700000e+02	4.2102572e+06	2.6642927e+01
6.8800000e+02	4.2112050e+06	2.6645785e+01
6.8900000e+02	4.2121505e+06	2.6648583e+01
6.9000000e+02	4.2130935e+06	2.6651324e+01
6.9100000e+02	4.2140342e+06	2.6654005e+01
6.9200000e+02	4.2149726e+06	2.6656628e+01
6.9300000e+02	4.2159087e+06	2.6659192e+01
6.9400000e+02	4.2168427e+06	2.6661698e+01
6.9500000e+02	4.2177745e+06	2.6664144e+01
6.9600000e+02	4.2187042e+06	2.6666533e+01
6.9700000e+02	4.2196318e+06	2.6668862e+01
6.9800000e+02	4.2205574e+06	2.6671133e+01
6.9900000e+02	4.2214810e+06	2.6673345e+01
7.0000000e+02	4.2224027e+06	2.6675499e+01
7.0100000e+02	4.2233226e+06	2.6677594e+01
7.0200000e+02	4.2242405e+06	2.6679630e+01
7.0300000e+02	4.2251566e+06	2.6681607e+01
7.0400000e+02	4.2260708e+06	2.6683526e+01
7.0500000e+02	4.2269832e+06	2.6685387e+01
7.0600000e+02	4.2278937e+06	2.6687188e+01
7.0700000e+02	4.2288023e+06	2.6688931e+01
7.0800000e+02	4.2297091e+06	2.6690615e+01
7.0900000e+02	4.2306140e+06	2.6692241e+01
7.1000000e+02	4.2315171e+06	2.6693808e+01
7.1100000e+02	4.2324183e+06	2.6695316e+01
7.1200000e+02	4.2333176e+06	2.6696766e+01
7.1300000e+02	4.2342151e+06	2.6698157e+01
7.1400000e+02	4.2351108e+06	2.6699489e+01
7.1500000e+02	4.2360046e+06	2.6700763e+01
7.1600000e+02	4.2368966e+06	2.6701977e+01
7.1700000e+02	4.2377867e+06	2.6703134e+01
7.1800000e+02	4.2386750e+06	2.6704231e+01
7.1900000e+02	4.2395615e+06	2.6705270e+01
7.2000000e+02	4.2404461e+06	2.6706251e+01
7.2100000e+02	4.2413289e+06	2.6707172e+01
7.2200000e+02	4.2422098e+06	2.6708035e+01
7.2300000e+02	4.2430889e+06	2.6708840e+01
7.2400000e+02	4.2439662e+06	2.6709585e+01
7.2500000e+02	4.2448417e+06	2.6710272e+01
7.2600000e+02	4.2457154e+06	2.6710901e+01
7.2700000e+02	4.2465872e+06	2.6711470e+01
7.2800000e+02	4.2474572e+06	2.6711982e+01
7.2900000e+02	4.2483254e+06	2.6712434e+01
7.3000000e+02	4.2491918e+06	2.6712828e+01
7.3100000e+02	4.2500564e+06	2.6713163e+01
7.3200000e+02	4.2509191e+06	2.6713439e+01
7.3300000e+02	4.2517801e+06	2.6713657e+01
7.3400000e+02	4.2526392e+06	2.6713816e+01
7.3500000e+02	4.2534966e+06	2.6713916e+01
7.3600000e+02	4.2543521e+06	2.6713958e+01
7.3700000e+02	4.2552058e+06	2.6713941e+01
7.3800000e+02	4.2560578e+06	2.6713866e+01
7.3900000e+02	4.2569079e+06	2.6713731e+01
7.4000000e+02	4.2577563e+06	2.6713538e+01
7.4100000e+02	4.2586028e+06	2.6713287e+01
7.4200000e+02	4.2594476e+06	2.6712977e+01
7.4300000e+02	4.2602906e+06	2.6712608e+01
7.4400000e+02	4.2611318e+06	2.6712180e+01
7.4500000e+02	4.2619712e+06	2.6711694e+01
7.4600000e+02	4.2628088e+06	2.6711149e+01
7.4700000e+02	4.2636447e+06	2.6710546e+01
7.4800000e+02	4.2644787e+06	2.6709884e+01
7.4900000e+02	4.2653110e+06	2.6709163e+01
7.5000000e+02	4.2661416e+06	2.6708383e+01
7.5100000e+02	4.2669703e+06	2.6707545e+01
7.5200000e+02	4.2677973e+06	2.6706648e+01
7.5300000e+02	4.2686225e+06	2.6705693e+01
7.5400000e+02	4.2694460e+06	2.6704679e+01
7.5500000e+02	4.2702677e+06	2.6703606e+01
7.5600000e+02	4.2710876e+06	2.6702474e+01
7.5700000e+02	4.2719058e+06	2.6701284e+01
7.5800000e+02	4.2727222e+06	2.6700035e+01
7.5900000e+02	4.2735368e+06	2.6698728e+01
7.6000000e+02	4.2743497e+06	2.6697362e+01
7.6100000e+02	4.2751609e+06	2.6695937e+01
7.6200000e+02	4.2759703e+06	2.6694454e+01
7.6300000e+02	4.2767779e+06	2.6692912e+01
7.6400000e+02	4.2775839e+06	2.6691311e+01
7.6500000e+02	4.2783880e+06	2.6689651e+01
7.6600000e+02	4.2791905e+06	2.6687933e+01
7.6700000e+02	4.2799911e+06	2.6686157e+01
7.6800000e+02	4.2807901e+06	2.6684321e+01
7.6900000e+02	4.2815873e+06	2.6682427e+01
7.7000000e+02	4.2823828e+06	2.6680475e+01
7.7100000e+02	4.2831766e+06	2.6678463e+01
7.7200000e+02	4.2839686e+06	2.6676393e+01
7.7300000e+02	4.2847589e+06	2.6674264e+01
7.7400000e+02	4.2855475e+06	2.6672077e+01
7.7500000e+02	4.2863343e+06	2.6669831e+01
7.7600000e+02	4.2871195e+06	2.6667526e+01
7.7700000e+02	4.2879029e+06	2.6665163e+01
7.7800000e+02	4.2886846e+06	2.6662741e+01
7.7900000e+02	4.2894646e+06	2.6660260e+01
7.8000000e+02	4.2902429e+06	2.6657721e+01
7.8100000e+02	4.2910194e+06	2.6655123e+01
7.8200000e+02	4.2917943e+06	2.6652466e+01
7.8300000e+02	4.2925674e+06	2.6649751e+01
7.8400000e+02	4.2933389e+06	2.6646977e+01
7.8500000e+02	4.2941086e+06	2.6644145e+01
7.8600000e+02	4.2948767e+06	2.6641253e+01
7.8700000e+02	4.2956430e+06	2.6638303e+01
7.8800000e+02	4.2964077e+06	2.6635295e+01
7.8900000e+02	4.2971707e+06	2.6632228e+01
7.9000000e+02	4.2979319e+06	2.6629102e+01
7.9100000e+02	4.2986915e+06	2.6625917e+01
7.9200000e+02	4.2994494e+06	2.6622674e+01
7.9300000e+02	4.3002056e+06	2.6619372e+01
7.9400000e+02	4.3009601e+06	2.6616011e+01
7.9500000e+02	4.3017130e+06	2.6612592e+01
7.9600000e+02	4.3024641e+06	2.6609114e+01
7.9700000e+02	4.3032136e+06	2.6605578e+01
7.9800000e+02	4.3039614e+06	2.6601982e+01
7.9900000e+02	4.3047076e+06	2.6598329e+01
8.0000000e+02	4.3054521e+06	2.6594616e+01
